buken_id,物件名,仮称,住所,分類,住戸数,事業主,管理会社,竣工年,竣工月,共用部1,共用部2,専有部1,専有部2,専有部3,専有部opt1,専有部opt2,専有部opt3,ハンドル,ハンドルカラー,シリンダー区分,錠ケース,装置加算額有無,シリンダーカラー,扉厚,ピッチ,備芯,官民仕様,ロック数,キーチェンジ,塩害地加算
1030,リーフィアレジデンス橋本,町田市小山ヶ丘６丁目計画,東京都町田市小山が丘6-5-1,分譲,425,小田急不動産株式会社,,2021年,4月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
1031,カサーレ城東ガーデンプレイス,城東区今福東１丁目マンション計画,大阪府大阪市城東区今福東一丁目29番1（地番）,分譲,167,アートプランニング株式会社,株式会社長谷工コミュニティ,2021年,4月,Tebra pass A,なし,Tebra cell A,,,1,,,PP350,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
1032,プレシス朝霞,プレシス朝霞,埼玉県朝霞市根岸5-7-9,分譲,29,一建設株式会社,,2021年,3月,Tebra pass A,なし,Tebra cell A,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SL,40,未選択,,官民無し,2,,
1033,オープンレジデンシア中野坂上コート,オープンレジデンシア中野本町３丁目,東京都中野区本町3丁目15番1,分譲,21,株式会社オープンハウス・ディベロップメント,,2021年,5月,Tebra pass A,なし,なし,,,,,,他社,ー,F22,CD,有り,BK,40,未選択,,上下官民,2,,
1034,サンクレイドル湘南平塚Ⅴ,サンクレイドル平塚明石町,神奈川県平塚市明石町2-23,分譲,39,アーネストワン,,2021年,5月,Tebra pass A,なし,Tebra cell A,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
1035,アルファステイツ平和町Ⅱ,,長崎県長崎市平和町186番(本体敷地)/6番1・3番7(規約敷地),分譲,29,穴吹興産株式会社,株式会社穴吹ハウジングサービス,2021年,3月,Tebra pass A,なし,Tebra cell A,,,1,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
1036,ＳＩＬ西新宿,新宿区西新宿５丁目プロジェクト,東京都新宿区西新宿5-24-16,分譲,8,伸和技研,,2021年,12月,Tebra pass A,なし,なし,,,,,,PV100,塗装ブラック BK,F22,PV,有り,BK,40,未選択,,官民無し,2,,
1037,Brillia 池田満寿美町,,大阪府池田市満寿美町650－１の一部（地番）,分譲,22,東京建物株式会社,株式会社東京建物アメニティサポート,2021年,4月,Tebra pass A,なし,なし,,,,,,他社,ー,F22,CD,有り,BK,40,未選択,,上部官民,2,,
1038,AZEST武蔵小金井,本町三丁目共同計画,東京都小金井市本町３丁目８－７,,37,AZEST-PRO,,2015年,1月,Tebra one F,なし,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
1039,PREMIUM CUBE 東中野,PREMIUM CUBE 東中野　新築工事,東京都新宿区北新宿4-27-7,分譲,23,ヴェリタスインベストメント,,2021年,3月,Tebra pass A,なし,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SL,40,未選択,,官民無し,2,,
1040,ルフォンプログレ大森,（仮称）大田区大森北４丁目計画,東京都大田区大森北四丁目5番6,分譲,49,株式会社サンケイビル,,2021年,3月,Tebra pass A,なし,なし,,,,,,他社,,F22,CD,有り,BK,40,未選択,,上下官民,2,,
1041,THE SANMAISON白金台五丁目,（仮称）白金台５丁目プラチナ通りＰＪ,東京都白金台5-4-14,分譲,18,サンヨーホームズ,サンヨーホームズ,2021年,6月,Tebra pass A,なし,なし,,,,,,PP380,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,上部官民,2,,
1042,パークホームズ横浜反町,横浜市神奈川区桐畑計画,神奈川県横浜市神奈川区桐畑14番4外,分譲,63,三井不動産レジデンシャル株式会社,三井不動産レジデンシャルサービス株式会社,2021年,3月,Tebra pass A,なし,Tebra cell CP A,,,1,,,PJ400,,F22,PJ,有り,BK,40,未選択,K22N18,上部官民,2,,
1043,クレヴィア中野南台,中野南台プロジェクト,東京都中野区南台3-1-3,分譲,49,伊藤忠都市開発株式会社,伊藤忠アーバンコミュニティ,2021年,3月,Tebra pass A,なし,なし,,,,,,他社,ー,F22,CD,有り,SH,40,未選択,,上下官民,2,1,
1044,アーバネックス大井仙台坂,品川区南品川５丁目計画,東京都品川区南品川5丁目16,賃貸,74,大阪ガス都市開発株式会社,,2021年,3月,Tebra pass A,なし,なし,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
1045,アルファスマート英賀保駅,,兵庫県姫路市飾磨区英賀春日町1丁目32番,分譲,39,穴吹興産株式会社,株式会社穴吹ハウジングサービス,2021年,5月,Tebra pass A,なし,Tebra cell A,,,1,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
1046,ザ・レジデンス二葉の里,広島市東区二葉の里1丁目計画,広島県広島市東区二葉の里一丁目123番の1（地番）,分譲,126,株式会社マリモ、三菱地所レジデンス株式会社,株式会社GMアソシエ,2021年,5月,Tebra pass A,なし,Tebra cell A,,,1,,,PP360,塗装シルバー SL,F22,CD,有り,SL,40,未選択,K22N18,官民無し,2,,
1047,アルファステイツ神戸祇園,,兵庫県神戸市兵庫区下祇園町11番地,分譲,72,穴吹興産株式会社,株式会社穴吹ハウジングサービス,2021年,5月,Tebra pass A,なし,Tebra cell A,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
1048,アルファスマート光駅,,山口県光市虹ケ浜3丁目14-6,分譲,44,穴吹興産株式会社,株式会社穴吹ハウジングサービス,2021年,4月,Tebra pass A,なし,Tebra cell A,,,1,,,PP300,塗装シルバー SL,F22,CD,有り,SL,40,未選択,K22N18,官民無し,2,,
1049,アルファステイツ問屋町,,愛媛県松山市問屋町1番2,分譲,65,穴吹興産株式会社,株式会社穴吹ハウジングサービス,2021年,5月,Tebra pass A,なし,Tebra cell A,,,1,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
1050,ベルドゥムール相模原,相模原市中央共同住宅新築工事,神奈川県相模原市中央区相模原4丁目8-10,分譲,67,,,2015年,10月,なし,,なし,,,,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,40,未選択,,官民無し,2,,
1051,ワコーレ塚口グリーンプロムナード,ワコーレ南塚口2丁目,兵庫県尼崎市南塚口町２丁目286番20（登記簿）,分譲,37,和田興産株式会社・株式会社日昌,株式会社日昌ライフサポート,2021年,6月,Tebra pass A,なし,Tebra cell A,,,1,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,K22N18,官民無し,2,,
1052,ワコーレ塚口駅前ファーストエンブレム,,兵庫県尼崎市塚口町1丁目3-5、4-3他（地番）,分譲,116,和田興産株式会社,晴耕雨耕株式会社,2021年,4月,Tebra pass A,なし,Tebra cell A,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,K22N18,官民無し,2,,
1053,ガーデンパレス吹田千里丘 Calm,吹田市千里丘下Ａ棟（第3工区）　,大阪府吹田市千里丘下2601-2の一部（地番）,分譲,42,第一交通産業株式会社、大林新星和不動産株式会社、株式会社エス トラスト,株式会社ダイイチ合人社建物管理,2021年,5月,Tebra pass A,なし,Tebra cell A,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
1054,ガーデンパレス吹田千里丘 Delight,吹田市千里丘下Ｂ棟（第4工区）,大阪府吹田市千里丘下2601-2の一部（地番）,分譲,28,第一交通産業株式会社、大林新星和不動産株式会社、株式会社エス トラスト,株式会社ダイイチ合人社建物管理,2021年,5月,Tebra pass A,なし,Tebra cell A,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
1055,クレアホームズ鷹匠公園前 ザ・プレミアム,,高知県高知市本町四丁目53番1、53番2（地番）,分譲,22,セントラル総合開発株式会社,セントラルライフ株式会社　広島営業所,2021年,5月,Tebra pass A,なし,Tebra plug,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,1,
1056,シエリア大和西大寺,,奈良県奈良市西大寺南町5街区5-2画地(近鉄西大寺駅南土地区画整理事業地内),分譲,28,関電不動産開発株式会社,関電コミュニティ株式会社,2021年,5月,Tebra pass A,なし,Tebra cell A,,,1,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
1057,オープンレジデンシア千駄木,オープンレジデンシア千駄木2丁目,東京都文京区千駄木2丁目11番地8号,分譲,51,株式会社オープンハウス・ディベロップメント,日本ハウズイング株式会社,2019年,9月,Tebra pass A,,なし,,,,,,,,F22,CD,有り,BK,40,未選択,,上下官民,2,,
1058,スラージュ大森,（仮称）湯本マンション,東京都大田区大森北6-26-3,賃貸,6,個人,,2021年,4月,Tebra one A,なし,なし,,,,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,40,未選択,,官民無し,2,,
1059,クローバー・グランデ吹田,吹田市内本町2丁目プロジェクト,大阪府吹田市内本町2丁目20,賃貸,90,株式会社富士ハウジング,,2021年,6月,Tebra pass A,なし,なし,,,,,,PP200,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
1060,グラン・クローバー江坂垂水,吹田市垂水町3丁目南プロジェクト,大阪府吹田市垂水町3丁目16-10,賃貸,24,株式会社富士ハウジング,,2021年,4月,Tebra pass A,なし,なし,,,,,,PP200,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
1061,レ・ジェイド武庫之荘本町,尼崎市武庫之荘本町二丁目,兵庫県尼崎市武庫之荘本町二丁目223番1（地番）,分譲,33,株式会社日本エスコン,株式会社エスコンリビングサービス,2021年,4月,Tebra pass A,なし,なし,,,,,,他社,ー,F22,CD,有り,BK,40,未選択,,官民無し,2,,
1062,フィカーサプレミア,YS210 田中様邸新築工事,東京都練馬区西大泉5丁目33-7,賃貸,6,個人事業主,,2018年,4月,Tebra pass A,なし,Tebra cell A,,,,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,40,未選択,,官民無し,2,,
1063,シエリア姫路城 東,姫路市大黒壱丁町計画,兵庫県姫路市大黒壱丁町83番(地番),分譲,43,関電不動産開発株式会社,関電コミュニティ株式会社,2021年,6月,Tebra pass A,なし,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
1064,アルファスマート丸亀駅Ⅱ,,香川県丸亀市魚屋町12番1、宗古町19番1,分譲,54,穴吹興産株式会社,株式会社穴吹ハウジングサービス,2021年,4月,Tebra pass A,なし,Tebra cell A,,,1,,,PP300,塗装シルバー SL,F22,CD,有り,SH,36,未選択,,官民無し,2,,
1065,Brillia上野Garden,東上野5丁目57番1他計画,東京都台東区東上野5丁目54番地,分譲,98,東京建物㈱、中央日本土地建物㈱,,2021年,4月,Tebra pass A,なし,Tebra cell A,,,1,,,PP350,塗装シルバー SL,F22,CD,有り,SH,40,未選択,K22N18,上部官民,2,,
1066,プレシス秋津ステーションフロント,,東京都清瀬市野塩5丁目299-1,分譲,54,一建設㈱,,2021年,4月,Tebra pass A,なし,なし,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
1067,リフローレ新安城,プレサンスロジェ安城今池（プレサンスロジェ　新安城ＣＬ）,愛知県安城市今池町一丁目22番4、22番5,分譲,39,三立プレコン株式会社,株式会社合人社計画研究所・三立プレコン株式会社,2021年,6月,Tebra pass A,なし,Tebra cell A,,,1,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,40,未選択,K22N18,官民無し,2,,
1068,プレディア名古屋城西,名古屋市西区城西マンション分譲PJ,愛知県名古屋市西区城西一丁目404番,分譲,39,JR西日本プロパティーズ株式会社,株式会社東急コミュニティー,2021年,6月,Tebra pass A,なし,Tebra cell CP A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,上部官民,2,,
1069,アルファステイツ城西公園Ⅱ,,高知県高知市越前町2丁目80番,分譲,76,穴吹興産株式会社,株式会社穴吹ハウジングサービス,2021年,5月,Tebra pass A,なし,Tebra cell A,,,1,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
1070,イニシア甲南山手,東灘区本庄町1丁目計画,兵庫県神戸市東灘区本庄町1丁目27番（地番）,分譲,21,株式会社コスモスイニシア、ベルエステート株式会社,大和ライフネクスト株式会社,2021年,3月,Tebra pass A,なし,なし,,,,,,PP390,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
1071,ファミール福島,,大阪府大阪市福島区鷺洲2丁目15-6,改修,56,管理組合,,2021年,5月,Tebra one A,なし,なし,,,,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,40,未選択,,官民無し,2,,
1072,アトラス表参道,三信マンション建替え計画,東京都渋谷区渋谷二丁目2-13,分譲,47,旭化成不動産レジデンス,,2021年,6月,Tebra pass A,なし,なし,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
1073,クレヴィア甲子園四番町,,兵庫県西宮市甲子園四番町41番,分譲,30,伊藤忠都市開発株式会社,伊藤忠アーバンコミュニティ株式会社,2021年,6月,Tebra pass A,なし,Tebra cell A,,,1,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,1,
1074,アルファステイツ中前川町ii,,徳島県徳島市中前川町5丁目7番2,分譲,32,穴吹興産株式会社,株式会社穴吹ハウジングサービス,2021年,5月,Tebra pass A,なし,Tebra cell A,,,1,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
1075,シーンズ大森パークサイド,大森北計画,東京都大田区大森北４丁目１９６－１,分譲,26,大阪ガス都市開発株式会社,,2021年,8月,Tebra pass A,なし,Tebra cell A,,,,,,PP390,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
1076,ジリオ森ノ宮中央,中央区森ノ宮中央1丁目,大阪府大阪市中央区森ノ宮中央1丁目25-17,分譲,24,ビーアーム株式会社,株式会社長谷工コミュニティ,2021年,6月,Tebra pass A,なし,Tebra cell A,Tebra cell A,Tebra A,1,,,PP390,塗装シルバー SL,F22,CD,有り,SH,40,未選択,K22N18,官民無し,1,,
1077,サンクレーア岩塚,,愛知県名古屋市中村区豊国通四丁目18番,分譲,42,サンヨーベストホーム株式会社,株式会社 東急コミュニティ名古屋支店,2021年,7月,Tebra pass A,なし,Tebra plug,,,,,,PP360,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
1078,リフローレ三河安城,プレサンスロジェ安城二本木新町CL,愛知県安城市二本木新町三丁目4番5、4番7、4番20（地番）,分譲,26,三立プレコン株式会社,株式会社合人社計画研究所、三立プレコン株式会社,2021年,7月,Tebra pass A,なし,Tebra cell A,,,1,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,40,未選択,K22N18,官民無し,2,,
1079,アルファスマート観音新町Ⅲ,,広島県広島市西区観音新町1丁目2-5,分譲,45,建物株式会社・エヌ・ティ・ティ都市開発株式会社・株式会社アサヒプロパティズ,株式会社穴吹ハウジングサービス,2021年,6月,Tebra pass A,なし,Tebra cell A,,,1,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
1080,グランドメゾン新梅田タワー THE CLUB RESIDENCE,大阪市北区大淀南２丁目OM計画,大阪府大阪市北区大淀南２丁目２番１（地番）,分譲,871,積水ハウス株式会社・三菱地所レジデンス株式会社・東急不動産株式会社・東京,積水ハウスGMパートナーズ株式会社,2021年,7月,Tebra pass A,なし,Tebra cell CP A,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,K23N17,上部官民,2,,
1081,アルファスマート西福原,,鳥取県米子市西福原3丁目648番1(地番),分譲,35,穴吹興産株式会社,株式会社穴吹ハウジングサービス,2021年,8月,Tebra pass A,なし,Tebra cell A,,,1,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
1082,ユニハイム住之江公園,住之江区御崎5丁目マンション,大阪府大阪市住之江区御崎5丁目11番1，3（地番）,分譲,69,ヤマイチ・ユニハイムエステート株式会社,グローバルコミュニティ株式会社,2021年,7月,Tebra pass A,なし,なし,,,,,,PP380,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,上部官民,2,,
1083,アビティグランデ砧,世田谷区砧７,東京都世田谷砧7-18,賃貸,215,三井不動産レジデンシャル㈱,,2021年,6月,Tebra pass F,なし,なし,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
1084,オープンレジデンシア高宮アベニュー,,福岡県福岡市南区高宮2丁目25番1,分譲,10,株式会社オープンハウス・ディベロップメント,株式会社ビジネス・ワンファシリティーズ,2021年,4月,Tebra pass A,なし,,,,,,,他社,,F22,CD,有り,BK,40,未選択,,上下官民,2,,
1085,オープンレジデンシア高宮ヒルズ,オープンレジデンシア高宮Ⅱ,福岡県福岡市南区高2丁目62番1,分譲,21,株式会社オープンハウス・ディベロップメント,,2021年,4月,Tebra pass A,なし,なし,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,上下官民,2,,
1086,PREMIUM CUBE G 西大井,PREMIUM CUBE西大井,東京都品川区二葉3丁目28-2,,85,ヴェリタスインベストメント,,2016年,6月,Tebra pass F,なし,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
1087,アーバンコア月島,月島２丁目計画,東京都中央区月島2-13-10,賃貸,58,株式会社アセットリード,,2021年,4月,Tebra pass F,,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,36,未選択,,官民無し,2,,
1088,サンパーク小郡駅前レジデンス,,福岡県小郡市祇園1丁目3-3,分譲,36,大英産業株式会社,,2021年,4月,Tebra pass A,なし,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
1089,エイルマンション筑紫野,,福岡県筑紫野市永岡223番2,分譲,56,作州商事株式会社,ランドメンテナンス株式会社,2021年,4月,Tebra pass A,なし,Tebra cell A,,,1,,,PP350,塗装シルバー SL,F22,CD,有り,SL,40,未選択,,官民無し,2,,
1090,オープンレジデンシア高宮テラス,,福岡県福岡市南区高宮,分譲,10,株式会社オープンハウス・ディベロップメント,株式会社ビジネス・ワンファシリティーズ,2021年,4月,Tebra pass A,なし,,,,,,,他社,,F22,CD,有り,BK,40,未選択,,上下官民,2,,
1091,プレサンスロジェ名護宇茂佐,,沖縄県名護市宇佐の杜5丁目7番2,分譲,38,株式会社プレサンスコーポレーション,株式会社プレサンスコミュニティ、株式会社琉球くくる合人社,2021年,5月,Tebra pass A,なし,Tebra cell A,,,1,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,36,未選択,,官民無し,2,,
1092,リヴィエール九工大駅西リゾシア,,福岡県北九州市戸畑区天神2丁目10番,分譲,37,株式会社九州三共,株式会社サンエージェンシー,2021年,5月,Tebra pass A,なし,Tebra plug,,,,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,36,未選択,,官民無し,2,,
1093,グランドキャッスル葛原グランツ,,福岡県北九州市小倉南区上葛原1丁目,分譲,39,東宝住宅株式会社,日本ハウズイング株式会社,2021年,4月,Tebra pass A,なし,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,36,未選択,,官民無し,2,,
1094,プラウド瀬田一丁目,瀬田一丁目計画,東京都世田谷区瀬田１丁目１２?１２,分譲,42, 野村不動産株式会社,,2019年,10月,Tebra pass A,なし,Tebra A,,,,,,他社,ー,F22,CD,有り,BK,50,未選択,K22N28,官民無し,2,,
1095,フローレンス吉島通りプレミアムステージ,フローレンス光南,広島県広島市中区光南１丁目811番2,分譲,32,章栄不動産株式会社,章栄管理株式会社,2021年,6月,Tebra pass A,なし,Tebra cell A,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,36,未選択,,官民無し,2,,
1096,アトラス倉敷ル・サンク,倉敷市阿知３丁目東地区第一種市街地再開発事業２街区,岡山県倉敷市阿知3丁目1002番（地番）,分譲,171,旭化成不動産レジデンス株式会社、株式会社NIPPO,株式会社東急コミュニティー,2021年,6月,Tebra pass A,なし,なし,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,K22N18,上部官民,2,,
1097,カーサスプレンディッド東麻布,,東京都港区東麻布1丁目,分譲,20,第一リアルター,,2019年,12月,なし,なし,なし,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,K22N18,官民無し,2,,
1098,グランドメゾン清水谷オーナーズハウス,グランドメゾン清水谷公園,大阪府大阪市天王寺区清水谷町5-2,分譲,17,積水ハウス株式会社,,2021年,7月,Tebra pass A,なし,Tebra A,,,,,,他社,ー,F22,FR,有り,SH,50,未選択,K21N29,官民無し,2,,
1099,リブレスト向洋駅前,,広島県広島市南区向洋駅周辺青崎土地区画整理事業16街区2画地,分譲,36,日東不動産株式会社,株式会社不二ビルサービス,2021年,7月,Tebra pass A,なし,Tebra cell A,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,K22N18,官民無し,2,,
1100,ポレスター井口明神,,広島県広島市西区井口明神２丁目1-119、1-136（地番）,分譲,65,株式会社マリモ,株式会社GMアソシエ,2021年,7月,Tebra pass A,なし,Tebra cell A,,,1,,,PP360,塗装シルバー SL,F22,CD,有り,SL,40,未選択,K22N18,官民無し,2,,
1101,ユニハイム枚方牧野,枚方市牧野下島町計画,大阪府枚方市牧野下島町5-64（地番）,分譲,40,ヤマイチ・ユニハイムエステート株式会社,伊藤忠アーバンコミュニティ株式会社,2021年,7月,Tebra pass A,なし,なし,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
1102,クレアホームズ道後緑台 ザ・レジデンス,,愛媛県松山市道後緑台1340-5,分譲,58,セントラル総合開発株式会社,セントラルライフ株式会社 広島営業所,2021年,7月,Tebra pass A,なし,Tebra plug,,,1,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,1,
1103,ワコーレ六甲道シーズンアベニュー,ワコーレ神ノ木1丁目,兵庫県神戸市 灘区神ノ木通１丁目1番8の一部（登記簿）,分譲,17,和田興産株式会社,株式会社日本ネットワークサービス,2021年,7月,Tebra pass A,なし,Tebra cell A,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
1104,SHIBUYA HILLTOP,渋谷区道玄坂一丁目,東京都渋谷区道玄坂1-22-1,分譲,25,第一リアルター株式会社,デュアルタップ合人社ビルマネジメント,2016年,11月,Tebra pass A,,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,K22N18,官民無し,2,,
1105,アルファスマート川内四番館,,鹿児島県薩摩川内市宮内町字住連木431番1,分譲,71,穴吹興産株式会社,株式会社穴吹ハウジングサービス,2021年,6月,Tebra pass A,なし,Tebra cell A,,,1,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
1106,シエリア大阪上町台パークタワー,中央区上町計画,大阪府大阪市中央区上町1丁目18-9(地番),分譲,112,関電不動産開発株式会社,関電コミュニティ株式会社,2021年,5月,Tebra pass A,なし,Tebra cell A,Tebra cell H,,1,1,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
1107,ウエリス下北沢,世田谷区代田1丁目共同住宅,東京都世田谷区代田１丁目３０,,31,ＮＴＴ都市開発,,2018年,5月,Tebra pass A,なし,なし,,,,,,PP370,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,上部官民,2,,
1108,アルファステイツ新井口,,広島県広島市西区草津新町2丁目27-1,分譲,84,穴吹興産株式会社,株式会社穴吹ハウジングサービス,2021年,11月,Tebra pass A,なし,Tebra cell A,,,1,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
1109,ルネ鶴見横堤,大阪市鶴見区横堤5丁目計画,大阪府大阪市鶴見区横堤5丁目218番2（地番）,分譲,42,総合地所株式会社,株式会社長谷工コミュニティ,2021年,8月,Tebra pass A,なし,Tebra cell CP A,,,1,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,上部官民,2,,
1110,リビオ塚口,,兵庫県尼崎市南塚口町6丁目182番1（地番）,分譲,84,日鉄興和不動産株式会社 関西支店,株式会社日鉄コミュニティ,2021年,8月,Tebra pass A,なし,なし,,,,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,40,未選択,,上部官民,2,,
1111,オープンレジデンシア名古屋アーバンコート,西区幅下一丁目,愛知県名古屋市西区幅下一丁目511番1（地番）,分譲,24,株式会社オープンハウス・ディベロップメント,グローバルコミュニティ株式会社,2021年,8月,Tebra pass A,なし,Tebra cell A,,,1,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
1112,ラフィスタ押上,パティーナ押上,東京都東京都墨田区文花２丁目 13-3,分譲,38,スタート,,2021年,5月,なし,なし,なし,,,,,,PP380,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
1113,プレサンス グラン 栄 THE TOWER,,愛知県名古屋市中区栄四丁目1611番（地番）,分譲,84,株式会社プレサンスコーポレーション,日本管財住宅管理株式会社、株式会社プレサンスコミュニティ,2021年,10月,Tebra pass A,connect,Tebra plug connect プレミアム,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
1114,アルファステイツ中前川町iii,,徳島県徳島市中前川町5丁目3番1,分譲,32,穴吹興産株式会社,株式会社穴吹ハウジングサービス,2021年,7月,Tebra pass A,なし,Tebra cell A,,,1,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
1115,オープンレジデンシア ザ・ミッドゲート,中区丸の内二丁目Ⅱ,愛知県名古屋市中区丸の内二丁目1618番（地番）,分譲,56,株式会社オープンハウス・ディベロップメント,グローバルコミュニティ株式会社,2021年,7月,Tebra pass A,なし,Tebra cell A,,,1,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
1116,フリーディア室見サザンテラス,,福岡県福岡市早良区小田部7丁目14番20,分譲,40,東宝住宅株式会社,株式会社ハウセット,2021年,5月,Tebra pass A,なし,Tebra cell A,,,,,,PP350,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
1117,Lunaria Meguro,下目黒三丁目計画,東京都目黒区下目黒3-20-4,賃貸,5,Furuki Space Design,,2021年,5月,Tebra pass A,なし,Tebra cell A,,,,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,40,未選択,,官民無し,2,,
1118,アルファステイツ門田屋敷,,岡山県岡山市中区門田屋敷3丁目4番101,分譲,47,穴吹興産株式会社,株式会社穴吹ハウジングサービス,2021年,7月,Tebra pass A,なし,Tebra cell A,,,1,,,PP300,塗装シルバー SL,F22,CD,有り,SL,40,未選択,,官民無し,2,,
1119,オープンレジデンシア堀田,瑞穂区惣作町1丁目,愛知県名古屋市瑞穂区惣作町一丁目20番（地番）,分譲,42,株式会社オープンハウス・ディベロップメント,グローバルコミュニティ株式会社,2021年,8月,Tebra pass A,なし,Tebra cell CP A,,,1,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,上下官民,2,,
1120,サンパーク大分中央グラッセ,サンパーク新町,大分県大分市新町7番12（地番）,分譲,42,大英産業株式会社,大英リビングサポート株式会社,2021年,5月,Tebra pass A,なし,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,36,未選択,,官民無し,2,,
