clavis_id,buken_name_clavis,kari_name,address,buken_path,csv_buken_name,id_in_csv,name_match
7683,ブリリア三鷹禅林寺通り,下連雀三丁目ＰＪ,東京都三鷹市下連雀３丁目４１,/support/after/admin/?m=Edit&id=7683,ブリリア三鷹禅林寺通り,True,True
7659,ハーモニーレジデンス池袋メトロゲート,ハーモニーレジデンス池袋＃４,東京都豊島区池袋本町２丁目８,/support/after/admin/?m=Edit&id=7659,ハーモニーレジデンス池袋メトロゲート,True,True
7573,PREMIUM　CUBE東高円寺DEUX,PREMIUM　CUBE東高円寺DEUX,東京都杉並区和田３丁目１（以下未定）,/support/after/admin/?m=Edit&id=7573,PREMIUM　CUBE東高円寺DEUX,True,True
7547,リビオ吉祥寺南町,吉祥寺南町３丁目,東京都武蔵野市吉祥寺南町三丁目１７番（枝番未定）,/support/after/admin/?m=Edit&id=7547,リビオ吉祥寺南町,True,True
7531,ＰＲＥＭＩＵＭ　ＣＵＢＥ　西荻窪　＃ＭＯ,ＰＲＥＭＩＵＭ　ＣＵＢＥ　西荻窪,東京都杉並区西荻南２－７－２,/support/after/admin/?m=Edit&id=7531,ＰＲＥＭＩＵＭ　ＣＵＢＥ　西荻窪　＃ＭＯ,True,True
7530,バームステージ国分寺,バームステージ国分寺,東京都国分寺市東元町２－７－１７,/support/after/admin/?m=Edit&id=7530,バームステージ国分寺,True,True
7489,シエリア杉並高井戸,杉並区高井戸西二丁目計画,東京都杉並区高井戸西二丁目１１２５番２（地番）,/support/after/admin/?m=Edit&id=7489,シエリア杉並高井戸,True,True
7411,パークアクシス池袋イースト,豊島区東池袋三丁目計画,東京都豊島区東池袋三丁目６６番１２、６６番１３,/support/after/admin/?m=Edit&id=7411,パークアクシス池袋イースト,True,True
7347,プレシス蓮田ステーションフロント,蓮田市東５丁目計画,埼玉県蓮田市東５丁目９,/support/after/admin/?m=Edit&id=7347,プレシス蓮田ステーションフロント,True,True
7316,ノーブル荻窪,杉並区宮前二丁目マンション,東京都杉並区宮前二丁目１４－２０,/support/after/admin/?m=Edit&id=7316,ノーブル荻窪,True,True
7290,ルネ川口ユトリエ,川口市朝日６丁目計画,埼玉県川口市朝日６－３,/support/after/admin/?m=Edit&id=7290,ルネ川口ユトリエ,True,True
7287,オープンレジデンシア荻窪,オープンレジデンシア清水２丁目,東京都杉並区清水２－５,/support/after/admin/?m=Edit&id=7287,オープンレジデンシア荻窪,True,True
7270,デュオヒルズ青梅ザ・ファースト,青梅駅前地区第一種市街地再開発事業,東京都青梅市本町１００１番,/support/after/admin/?m=Edit&id=7270,デュオヒルズ青梅ザ・ファースト,True,True
7101,プレディア南浦和,さいたま市南区南浦和マンション分譲ＰＪ,埼玉県さいたま市南区南浦和３丁目２２,/support/after/admin/?m=Edit&id=7101,プレディア南浦和,True,True
7098,ベルジュール東伏見ⅱ,東伏見プロジェクト,東京都西東京市富士見町四丁目３番以下未定,/support/after/admin/?m=Edit&id=7098,ベルジュール東伏見ⅱ,True,True
7082,エクリューズ,大商マンション,埼玉県戸田市新曽８０２－２,/support/after/admin/?m=Edit&id=7082,エクリューズ,True,True
7070,バウス新狭山,狭山市新狭山２丁目計画,埼玉県狭山市新狭山２－４－３,/support/after/admin/?m=Edit&id=7070,バウス新狭山,True,True
7017,ブランズ西荻南三丁目,西荻南三丁目計画,東京都杉並区西荻南三丁目１４以下未定,/support/after/admin/?m=Edit&id=7017,ブランズ西荻南三丁目,True,True
6935,オープンレジデンシア吉祥寺本町テラス,オープンレジデンシア吉祥寺本町2丁目Ⅱ,東京都武蔵野市吉祥寺本町２－２９,/support/after/admin/?m=Edit&id=6935,オープンレジデンシア吉祥寺本町テラス,True,True
6905,プレシス相模原レジデンス,相模原市中央区相模原７丁目計画,神奈川県相模原市中央区7-1-20,/support/after/admin/?m=Edit&id=6905,プレシス相模原レジデンス,True,True
6821,パークホームズ上板橋,板橋区上板橋二丁目計画,東京都板橋区上板橋２－２２－１,/support/after/admin/?m=Edit&id=6821,パークホームズ上板橋,True,True
6812,パークホームズ西荻窪アベニュー,杉並区上荻４丁目２５計画,東京都杉並区上荻4-25-13,/support/after/admin/?m=Edit&id=6812,パークホームズ西荻窪アベニュー,True,True
6788,ルフォン船堀 ザ・タワーレジデンス,江戸川区船堀三丁目計画,東京都江戸川区船堀三丁目603番、外(地番),/support/after/admin/?m=Edit&id=6788,ルフォン船堀 ザ・タワーレジデンス,True,True
6758,カパラもみ,カパラ樅,東京都杉並区荻窪5-20-14,/support/after/admin/?m=Edit&id=6758,カパラもみ,True,True
6740,パークホームズ代々木西原,渋谷区西原２丁目計画,東京都渋谷区西原２－２４－１,/support/after/admin/?m=Edit&id=6740,パークホームズ代々木西原,True,True
6683,ガレリアレジデンス大泉学園,CLK練馬区大泉学園町マンション計画,東京都練馬区大泉学園町2-8-1,/support/after/admin/?m=Edit&id=6683,ガレリアレジデンス大泉学園,True,True
6682,パークホームズ城北中央公園,板橋区桜川２丁目計画,東京都板橋区桜川２丁目１７－１０,/support/after/admin/?m=Edit&id=6682,パークホームズ城北中央公園,True,True
6623,プレイズ大宮日進町,さいたま市北区日進町計画新築工事,埼玉県さいたま市北区日進町一丁目40-20（地番）,/support/after/admin/?m=Edit&id=6623,プレイズ大宮日進町,True,True
6587,ベルグレードNF,富士見台マンション新築工事,東京都練馬区貫井3丁目40-23,/support/after/admin/?m=Edit&id=6587,ベルグレードNF,True,True
6574,プレミスト国立ゲートレジデンス,Ｄテラス国立北２丁目プロジェクト新築工事,東京都国立市北２丁目３番３号,/support/after/admin/?m=Edit&id=6574,プレミスト国立ゲートレジデンス,True,True
6560,パークシティ高田馬場,東京都新宿区高田馬場四丁目計画,東京都新宿区高田馬場四丁目８４４－４,/support/after/admin/?m=Edit&id=6560,パークシティ高田馬場,True,True
6505,メイツ川越南台,メイツ川越南台,埼玉県川越市南台３－３－２,/support/after/admin/?m=Edit&id=6505,メイツ川越南台,True,True
6453,コスモ高輪シティフォルム,,東京都港区高輪1-4-23,/support/after/admin/?m=Edit&id=6453,コスモ高輪シティフォルム,True,True
6430,ルネ花小金井ザ・レジデンス,小平市花小金井南町計画,東京都小平市花小金井南町一丁目130番11、131番2（地番）,/support/after/admin/?m=Edit&id=6430,ルネ花小金井ザ・レジデンス,True,True
